run,step,loss,lr,mem_gb,erpr
WebGAP,620,0.0001915118966586249,7.663790038585793e-06,19.17,0.0
WebGAP,630,0.0003972624511884959,6.555601563749675e-06,19.17,0.0
WebGAP,640,0.0016112633858904601,5.528304679819513e-06,19.17,0.0
WebGAP,650,2.3802949878160008e-05,4.5838121691623e-06,19.17,0.0
WebGAP,660,3.682876350783459e-05,3.723882635983328e-06,19.17,0.0
WebGAP,670,9.034914678061057e-05,2.950117231881183e-06,19.17,0.0
WebGAP,680,0.0002523276217953452,2.2639566745727205e-06,19.17,0.0
WebGAP,690,0.0001456668669334249,1.6666785653390249e-06,19.17,0.0
WebGAP,700,8.886584655876106e-05,1.1593950101870422e-06,19.17,0.0
WebGAP,710,0.0008146436963212267,7.4305054915631e-07,19.17,0.0
WebGAP,720,6.754281588285948e-05,4.184203976262513e-07,19.17,0.0
WebGAP,730,8.584310052377475e-05,1.8610900289867673e-07,19.17,0.0
WebGAP,740,0.00017362197157915203,4.6548918743033464e-08,19.17,0.0
WebGAP,750,0.0004288250135704885,0.0,19.17,0.0
LoRA,1,0.02414083881197939,9.090909090909091e-06,18.95,
LoRA,10,1.264090168171549,9.090909090909092e-05,19.07,
LoRA,20,1.5412448942933792,0.00018181818181818183,19.07,
LoRA,30,1.2171522013353944,0.00019994041405510705,19.08,
LoRA,40,1.486488778047286,0.00019969846785003134,19.08,
LoRA,50,1.035215580775224,0.0001992708874098054,19.08,
LoRA,60,0.352996114312225,0.00019865846887071596,19.08,
LoRA,70,0.37566229921499145,0.00019786235252959553,19.08,
LoRA,80,0.09228460548308703,0.00019688402072063903,19.08,
LoRA,90,0.032878163381329276,0.0001957252950553616,19.08,
LoRA,100,1.6529761723720857,0.00019438833303083678,19.08,
LoRA,110,0.1685781384287111,0.00019287562401253022,19.08,
LoRA,120,0.19844653079794625,0.00019118998459920902,19.08,
LoRA,130,0.012743613032859003,0.00018933455337855632,19.08,
LoRA,140,0.2158771980497413,0.00018731278508325708,19.08,
LoRA,150,0.6250130144941466,0.00018512844415843514,19.08,
LoRA,160,0.31899410265532424,0.0001827855977524191,19.08,
LoRA,170,0.5573421132805378,0.00018028860814388827,19.08,
LoRA,180,0.23776330477263627,0.0001776421246194982,19.08,
LoRA,190,0.03209833638291002,0.00017485107481711012,19.08,
LoRA,200,0.26141529035214717,0.00017192065555074245,19.08,
LoRA,210,0.009760535976965912,0.0001688563231343277,19.08,
LoRA,220,0.08332154560612182,0.00016566378322229204,19.08,
LoRA,230,0.6681983752932226,0.00016234898018587337,19.09,
LoRA,240,0.02043362297561089,0.00015891808604495938,19.09,
LoRA,250,0.1559423206223073,0.0001553774889760533,19.09,
LoRA,260,0.006656245461846311,0.00015173378141776568,19.09,
LoRA,270,0.012022928464318738,0.00014799374779597867,19.09,
LoRA,280,0.00043540609983931943,0.00014416435189153846,19.09,
LoRA,290,0.0010488292390753884,0.00014025272387399674,19.09,
LoRA,300,0.0006624339778923627,0.0001362661470255432,19.09,
LoRA,310,0.00041672791914528775,0.00013221204417984908,19.09,
LoRA,320,0.061702468941191316,0.00012809796390107195,19.09,
LoRA,330,0.6017417589544095,0.0001239315664287558,19.09,
LoRA,340,0.32294587571183475,0.00011972060941479621,19.09,
LoRA,350,0.010319425287548256,0.00011547293347902812,19.09,
LoRA,360,0.0009460932000656897,0.00011119644761033078,19.09,
LoRA,370,0.8863368981713393,0.00010689911444043248,19.09,
LoRA,380,0.27751296935691483,0.00010258893541783476,19.09,
LoRA,390,0.0035592484533367497,9.827393590946116e-05,19.09,
LoRA,400,0.016455157888924533,9.396215025777139e-05,19.09,
LoRA,410,0.04577329463879778,8.9661606821163e-05,19.09,
LoRA,420,0.0024776905014334714,8.538031302551522e-05,19.09,
LoRA,430,0.005082230829930268,8.112624045470835e-05,19.09,
LoRA,440,0.1378082463924855,7.690731000787948e-05,19.09,
LoRA,450,0.0015268020492300138,7.273137715105063e-05,19.09,
LoRA,460,0.006052713605402005,6.8606217290591e-05,19.09,
LoRA,470,0.002209446338619614,6.453951129574644e-05,19.09,
LoRA,480,0.00021866339481348973,6.05388311971932e-05,19.09,
LoRA,490,0.012780090599014925,5.6611626088244194e-05,19.09,
LoRA,500,0.0002793270873127085,5.276520825495963e-05,19.09,
LoRA,510,0.000233415179937424,4.900673956098644e-05,19.09,
LoRA,520,0.00012676138579124086,4.5343218112477904e-05,19.09,
LoRA,530,0.0005545332442089546,4.1781465227922957e-05,19.09,
LoRA,540,0.00026534170008076787,3.832811273714569e-05,19.09,
LoRA,550,8.052303112648929e-05,3.498959063312558e-05,19.09,
LoRA,560,0.0001603959815675182,3.177211509962826e-05,19.09,
LoRA,570,9.880241444299997e-05,2.8681676936940393e-05,19.09,
LoRA,580,0.09454117285086702,2.572403040725855e-05,19.09,
LoRA,590,7.315765460766955e-05,2.290468252050204e-05,19.09,
LoRA,600,0.00011979626620117756,2.0228882780498404e-05,19.09,
LoRA,610,0.00021146656679675856,1.7701613410634365e-05,19.09,
LoRA,620,7.679441803638553e-05,1.5327580077171587e-05,19.09,
LoRA,630,6.369209230427941e-05,1.311120312749935e-05,19.09,
LoRA,640,8.302715403445405e-05,1.1056609359639025e-05,19.09,
LoRA,650,4.311747468861426e-05,9.1676243383246e-06,19.09,
LoRA,660,7.708533842674115e-05,7.447765271966656e-06,19.09,
LoRA,670,7.016376495982968e-05,5.900234463762366e-06,19.09,
LoRA,680,0.0008165110272567944,4.527913349145441e-06,19.09,
LoRA,690,8.024276753957338e-05,3.3333571306780497e-06,19.09,
LoRA,700,6.511601499923359e-05,2.3187900203740844e-06,19.09,
LoRA,710,0.11593424898239349,1.48610109831262e-06,19.09,
LoRA,720,6.983003671301447e-05,8.368407952525026e-07,19.09,
LoRA,730,0.00010937013433043319,3.7221800579735346e-07,19.09,
LoRA,740,0.0800780860577408,9.309783748606693e-08,19.09,
LoRA,750,0.00013766758787276957,0.0,19.09,
GraphToken,1,0.03886794721018969,9.090909090909091e-06,21.11,
GraphToken,10,4.303362572200295,9.090909090909092e-05,21.21,
GraphToken,20,0.4463704674540354,0.00018181818181818183,21.26,
GraphToken,30,0.4419000624254778,0.00019994041405510705,21.26,
GraphToken,40,0.40715375305843227,0.00019969846785003134,21.26,
GraphToken,50,0.03260022559734636,0.0001992708874098054,21.26,
GraphToken,60,0.011095356458298867,0.00019865846887071596,21.26,
GraphToken,70,0.05031678909739199,0.00019786235252959553,21.26,
GraphToken,80,0.8213377542620087,0.00019688402072063903,21.26,
GraphToken,90,0.9223619671548914,0.0001957252950553616,21.26,
GraphToken,100,0.2594172628112574,0.00019438833303083678,21.26,
GraphToken,110,0.3127137130573828,0.00019287562401253022,21.26,
GraphToken,120,0.048143034380791504,0.00019118998459920902,21.26,
GraphToken,130,0.0010839983043013034,0.00018933455337855632,21.26,
GraphToken,140,0.21405946869443254,0.00018731278508325708,21.26,
GraphToken,150,0.3883914122196245,0.00018512844415843514,21.26,
GraphToken,160,0.25894836999564175,0.0001827855977524191,21.26,
GraphToken,170,0.03245253979739573,0.00018028860814388827,21.26,
GraphToken,180,0.27841011586942843,0.0001776421246194982,21.26,
GraphToken,190,0.012978392283230278,0.00017485107481711012,21.26,
GraphToken,200,0.22231702742776632,0.00017192065555074245,21.26,
GraphToken,210,0.007784035677527612,0.0001688563231343277,21.26,
GraphToken,220,0.004550891182512373,0.00016566378322229204,21.26,
GraphToken,230,0.12912172480932468,0.00016234898018587337,21.26,
GraphToken,240,0.06448725044063294,0.00015891808604495938,21.26,
GraphToken,250,0.3436177353393589,0.0001553774889760533,21.26,
GraphToken,260,0.1645266006242764,0.00015173378141776568,21.26,
GraphToken,270,0.055783729163886166,0.00014799374779597867,21.26,
GraphToken,280,0.03577610965847953,0.00014416435189153846,21.26,
GraphToken,290,0.3710535670086415,0.00014025272387399674,21.26,
GraphToken,300,0.0015336928684973826,0.0001362661470255432,21.26,
GraphToken,310,0.0006447081275382516,0.00013221204417984908,21.26,
GraphToken,320,0.2662077814593687,0.00012809796390107195,21.26,
GraphToken,330,0.19078930282057485,0.0001239315664287558,21.26,
GraphToken,340,0.07856266841246225,0.00011972060941479621,21.26,
GraphToken,350,0.1591614300156813,0.00011547293347902812,21.26,
GraphToken,360,0.0014570199638242799,0.00011119644761033078,21.26,
GraphToken,370,0.015631047326024827,0.00010689911444043248,21.26,
GraphToken,380,0.00041924473389158833,0.00010258893541783476,21.26,
GraphToken,390,0.001480265753477994,9.827393590946116e-05,21.26,
GraphToken,400,0.00275705582588337,9.396215025777139e-05,21.26,
GraphToken,410,0.1344544745006564,8.9661606821163e-05,21.26,
GraphToken,420,0.0036229514029329835,8.538031302551522e-05,21.26,
GraphToken,430,5.444814934207898e-05,8.112624045470835e-05,21.26,
GraphToken,440,0.3002775084964842,7.690731000787948e-05,21.26,
GraphToken,450,0.00031267702298762854,7.273137715105063e-05,21.26,
GraphToken,460,0.12541250561805306,6.8606217290591e-05,21.26,
GraphToken,470,0.3351281995583708,6.453951129574644e-05,21.26,
GraphToken,480,0.0015357139120379059,6.05388311971932e-05,21.26,
GraphToken,490,0.14705840205771814,5.6611626088244194e-05,21.26,
GraphToken,500,0.007496453893218913,5.276520825495963e-05,21.26,
GraphToken,510,0.0023974931328318407,4.900673956098644e-05,21.26,
GraphToken,520,6.800922086309668e-05,4.5343218112477904e-05,21.26,
GraphToken,530,0.0017811556466245549,4.1781465227922957e-05,21.26,
GraphToken,540,0.00014329072100593976,3.832811273714569e-05,21.26,
GraphToken,550,5.5089449595158155e-05,3.498959063312558e-05,21.26,
GraphToken,560,0.04074776172314713,3.177211509962826e-05,21.26,
GraphToken,570,0.0033169502323652012,2.8681676936940393e-05,21.26,
GraphToken,580,7.229771231571646e-05,2.572403040725855e-05,21.26,
GraphToken,590,0.0003206327744411652,2.290468252050204e-05,21.26,
GraphToken,600,0.012874429124021702,2.0228882780498404e-05,21.26,
GraphToken,610,0.0008404297173006725,1.7701613410634365e-05,21.26,
GraphToken,620,1.507600644075069e-05,1.5327580077171587e-05,21.26,
GraphToken,630,0.0003875167522451761,1.311120312749935e-05,21.26,
GraphToken,640,0.00017807685062205537,1.1056609359639025e-05,21.26,
GraphToken,650,1.836297653188268e-05,9.1676243383246e-06,21.26,
GraphToken,660,0.0003273820382752035,7.447765271966656e-06,21.26,
GraphToken,670,1.7906438943171565e-05,5.900234463762366e-06,21.26,
GraphToken,680,0.011040749877414945,4.527913349145441e-06,21.26,
GraphToken,690,0.00018937751723662187,3.3333571306780497e-06,21.26,
GraphToken,700,0.00020335464015062144,2.3187900203740844e-06,21.26,
GraphToken,710,0.0006650722895368943,1.48610109831262e-06,21.26,
GraphToken,720,0.0004276420791059721,8.368407952525026e-07,21.26,
GraphToken,730,0.00016736100566223656,3.7221800579735346e-07,21.26,
GraphToken,740,0.0021974443382593023,9.309783748606693e-08,21.26,
GraphToken,750,0.000656437228921547,0.0,21.26,
WebGAP −ERPR,1,0.02414083881197939,6.25e-06,18.98,0.0
WebGAP −ERPR,10,5.588939018343399,6.25e-05,19.15,0.0
WebGAP −ERPR,20,1.0817156310334535,9.998675794825704e-05,19.15,0.0
WebGAP −ERPR,30,2.0242788060780263,9.983786540671051e-05,19.16,0.0
WebGAP −ERPR,40,0.8018188658661074,9.952402219937816e-05,19.16,0.0
WebGAP −ERPR,50,0.915501396916978,9.904626706749782e-05,19.16,0.0
WebGAP −ERPR,60,1.1834711768601096,9.840618125911136e-05,19.16,0.0
WebGAP −ERPR,70,0.287761927329484,9.760588329553571e-05,19.16,0.0
WebGAP −ERPR,80,2.3478904162788394,9.664802195959575e-05,19.16,0.0
WebGAP −ERPR,90,0.369351886813223,9.553576752882653e-05,19.16,0.0
WebGAP −ERPR,100,0.8004029690037953,9.42728012826605e-05,19.16,0.0
WebGAP −ERPR,110,0.27127295549409497,9.286330331832835e-05,19.16,0.0
WebGAP −ERPR,120,0.8279622610826664,9.131193871579975e-05,19.16,0.0
WebGAP −ERPR,130,0.013953312467731394,8.962384209755452e-05,19.16,0.0
WebGAP −ERPR,140,0.3443780969417176,8.780460063428745e-05,19.16,0.0
WebGAP −ERPR,150,0.24258926576045498,8.58602355527935e-05,19.16,0.0
WebGAP −ERPR,160,0.20382094399695205,8.379718220723773e-05,19.16,0.0
WebGAP −ERPR,170,0.8186604030097101,8.162226877976887e-05,19.16,0.0
WebGAP −ERPR,180,0.24298331549087776,7.934269368097213e-05,19.16,0.0
WebGAP −ERPR,190,0.002742658768778483,7.696600172495997e-05,19.16,0.0
WebGAP −ERPR,200,0.28248142540265775,7.450005915795525e-05,19.16,0.0
WebGAP −ERPR,210,0.6891532179331797,7.19530276230159e-05,19.16,0.0
WebGAP −ERPR,220,0.06867786986066164,6.933333714707094e-05,19.16,0.0
WebGAP −ERPR,230,0.0013960263779686955,6.664965823967441e-05,19.16,0.0
WebGAP −ERPR,240,0.05756042239454047,6.391087319582264e-05,19.16,0.0
WebGAP −ERPR,250,0.49294746743690465,6.112604669781572e-05,19.16,0.0
WebGAP −ERPR,260,0.12362657456636299,5.8304395813463375e-05,19.16,0.0
WebGAP −ERPR,270,0.04913493120932344,5.545525948993339e-05,19.16,0.0
WebGAP −ERPR,280,0.024387195249814652,5.258806764421048e-05,19.16,0.0
WebGAP −ERPR,290,0.1679953008797046,4.9712309952468125e-05,19.16,0.0
WebGAP −ERPR,300,0.008402135377173181,4.683750444165273e-05,19.16,0.0
WebGAP −ERPR,310,0.00013924285878346153,4.397316598723385e-05,19.16,0.0
WebGAP −ERPR,320,0.3436047225002474,4.112877482138509e-05,19.16,0.0
WebGAP −ERPR,330,0.23300596698597786,3.831374515582546e-05,19.16,0.0
WebGAP −ERPR,340,0.1268994459584249,3.553739402317162e-05,19.16,0.0
WebGAP −ERPR,350,0.044581444300272464,3.2808910439928405e-05,19.16,0.0
WebGAP −ERPR,360,0.005415516962335687,3.013732499317995e-05,19.16,0.0
WebGAP −ERPR,370,0.008631207051348611,2.7531479951641924e-05,19.16,0.0
WebGAP −ERPR,380,0.0017710383829445675,2.500000000000001e-05,19.16,0.0
WebGAP −ERPR,390,0.004704942445905402,2.255126369339568e-05,19.16,0.0
WebGAP −ERPR,400,0.0033046075498372575,2.0193375726538737e-05,19.16,0.0
WebGAP −ERPR,410,0.10384006908008843,1.7934140109227898e-05,19.16,0.0
WebGAP −ERPR,420,0.000541272445953922,1.5781034337062172e-05,19.16,0.0
WebGAP −ERPR,430,3.488588839992701e-05,1.3741184642831189e-05,19.16,0.0
WebGAP −ERPR,440,0.5505143147372007,1.182134241049609e-05,19.16,0.0
WebGAP −ERPR,450,0.1347867033929056,1.0027861829824952e-05,19.16,0.0
WebGAP −ERPR,460,0.08928589285491526,8.366678865639688e-06,19.16,0.0
WebGAP −ERPR,470,0.03559838772500381,6.843291611281555e-06,19.16,0.0
WebGAP −ERPR,480,0.00020686729777530388,5.4627420913197335e-06,19.16,0.0
WebGAP −ERPR,490,0.005211393227656913,4.229599573731685e-06,19.16,0.0
WebGAP −ERPR,500,0.0019281885426579493,3.1479454467876478e-06,19.16,0.0
WebGAP −ERPR,510,0.002491974167940114,2.221359710692961e-06,19.16,0.0
WebGAP −ERPR,520,6.370995819757753e-05,1.4529091286973995e-06,19.16,0.0
WebGAP −ERPR,530,0.009349429572290902,8.451370768883804e-07,19.16,0.0
WebGAP −ERPR,540,0.0008122269757649292,4.000551262626495e-07,19.16,0.0
WebGAP −ERPR,550,0.0004386831039123962,1.191363849376237e-07,19.16,0.0
WebGAP −ERPR,560,0.0036680069430323316,3.3106225379553324e-09,19.16,0.0
