run,file,tag,split,n,em,f1,sthr,entity_hit,by_type,by_hop,by_probe,by_template
lora_sft,lora_sft_hard_struct_hard_struct_metrics.json,lora_sft_hard_struct,hard_struct,1500,0.72,0.7203809523809523,0.0,0.72,"{""H5"": {""n"": 240, ""em"": 0.7666666666666667, ""f1"": 0.7666666666666667}, ""H1"": {""n"": 190, ""em"": 0.7, ""f1"": 0.7}, ""H3"": {""n"": 502, ""em"": 0.749003984063745, ""f1"": 0.749003984063745}, ""H4"": {""n"": 307, ""em"": 0.5863192182410424, ""f1"": 0.5863192182410424}, ""H2"": {""n"": 261, ""em"": 0.7931034482758621, ""f1"": 0.7952928297755885}}","{""single"": {""n"": 1260, ""em"": 0.7111111111111111, ""f1"": 0.7115646258503401}, ""multi"": {""n"": 240, ""em"": 0.7666666666666667, ""f1"": 0.7666666666666667}}","{""dom"": {""n"": 311, ""em"": 0.006430868167202572, ""f1"": 0.006430868167202572}, ""cell"": {""n"": 250, ""em"": 0.884, ""f1"": 0.884}, ""visual"": {""n"": 390, ""em"": 1.0, ""f1"": 1.0}, ""bind"": {""n"": 438, ""em"": 0.91324200913242, ""f1"": 0.9145466405740378}}","{""crossed_figures"": {""n"": 355, ""em"": 0.48450704225352115, ""f1"": 0.48450704225352115}, ""dense_ledger"": {""n"": 305, ""em"": 0.760655737704918, ""f1"": 0.760655737704918}, ""rtl_toolbar"": {""n"": 456, ""em"": 0.7236842105263158, ""f1"": 0.7236842105263158}, ""confusable_catalog"": {""n"": 384, ""em"": 0.9010416666666666, ""f1"": 0.9025297619047619}}"
lora_sft,lora_sft_medium_struct_medium_struct_metrics.json,lora_sft_medium_struct,medium_struct,800,0.975,0.975,0.0,0.975,"{""H1"": {""n"": 179, ""em"": 0.9776536312849162, ""f1"": 0.9776536312849162}, ""H5"": {""n"": 162, ""em"": 0.9938271604938271, ""f1"": 0.9938271604938271}, ""H4"": {""n"": 165, ""em"": 1.0, ""f1"": 1.0}, ""H3"": {""n"": 173, ""em"": 1.0, ""f1"": 1.0}, ""H2"": {""n"": 121, ""em"": 0.8760330578512396, ""f1"": 0.8760330578512396}}","{""single"": {""n"": 638, ""em"": 0.9702194357366771, ""f1"": 0.9702194357366771}, ""multi"": {""n"": 162, ""em"": 0.9938271604938271, ""f1"": 0.9938271604938271}}","{""bind"": {""n"": 139, ""em"": 0.9712230215827338, ""f1"": 0.9712230215827338}, ""cell"": {""n"": 180, ""em"": 1.0, ""f1"": 1.0}, ""dom"": {""n"": 328, ""em"": 0.9512195121951219, ""f1"": 0.9512195121951219}, ""visual"": {""n"": 153, ""em"": 1.0, ""f1"": 1.0}}","{""near_confusable"": {""n"": 139, ""em"": 0.9712230215827338, ""f1"": 0.9712230215827338}, ""compact_ledger"": {""n"": 180, ""em"": 1.0, ""f1"": 1.0}, ""offset_captions"": {""n"": 209, ""em"": 1.0, ""f1"": 1.0}, ""swap_nav_pair"": {""n"": 272, ""em"": 0.9411764705882353, ""f1"": 0.9411764705882353}}"
lora_sft,lora_sft_hard_hard_struct_metrics.json,lora_sft_hard,hard_struct,400,0.72,0.72,0.0,0.72,"{""H4"": {""n"": 80, ""em"": 0.5625, ""f1"": 0.5625}, ""H3"": {""n"": 136, ""em"": 0.75, ""f1"": 0.75}, ""H2"": {""n"": 72, ""em"": 0.8055555555555556, ""f1"": 0.8055555555555556}, ""H1"": {""n"": 58, ""em"": 0.7241379310344828, ""f1"": 0.7241379310344828}, ""H5"": {""n"": 54, ""em"": 0.7592592592592593, ""f1"": 0.7592592592592593}}","{""single"": {""n"": 346, ""em"": 0.7138728323699421, ""f1"": 0.7138728323699421}, ""multi"": {""n"": 54, ""em"": 0.7592592592592593, ""f1"": 0.7592592592592593}}","{""dom"": {""n"": 78, ""em"": 0.0, ""f1"": 0.0}, ""bind"": {""n"": 124, ""em"": 0.9193548387096774, ""f1"": 0.9193548387096774}, ""visual"": {""n"": 88, ""em"": 1.0, ""f1"": 1.0}, ""cell"": {""n"": 73, ""em"": 0.8904109589041096, ""f1"": 0.8904109589041096}}","{""crossed_figures"": {""n"": 92, ""em"": 0.4782608695652174, ""f1"": 0.4782608695652174}, ""confusable_catalog"": {""n"": 107, ""em"": 0.9065420560747663, ""f1"": 0.9065420560747663}, ""rtl_toolbar"": {""n"": 108, ""em"": 0.7222222222222222, ""f1"": 0.7222222222222222}, ""dense_ledger"": {""n"": 93, ""em"": 0.7419354838709677, ""f1"": 0.7419354838709677}}"
lora_sft,pub_visualwebbench_lora_sft_metrics.json,pub_visualwebbench_lora_sft,,300,0.15333333333333332,0.23923227008562298,0.041666666666666664,0.16,"{""pub"": {""n"": 300, ""em"": 0.15333333333333332, ""f1"": 0.23923227008562298}}","{""single"": {""n"": 300, ""em"": 0.15333333333333332, ""f1"": 0.23923227008562298}, ""multi"": {""n"": 0, ""em"": 0.0, ""f1"": 0.0}}",{},{}
lora_sft,lora_sft_heldout_heldout_metrics.json,lora_sft_heldout_heldout_metrics,,500,1.0,1.0,0.0,1.0,"{""H5"": {""n"": 53, ""em"": 1.0, ""f1"": 1.0}, ""H4"": {""n"": 49, ""em"": 1.0, ""f1"": 1.0}, ""H2"": {""n"": 96, ""em"": 1.0, ""f1"": 1.0}, ""H3"": {""n"": 201, ""em"": 1.0, ""f1"": 1.0}, ""H1"": {""n"": 101, ""em"": 1.0, ""f1"": 1.0}}","{""single"": {""n"": 447, ""em"": 1.0, ""f1"": 1.0}, ""multi"": {""n"": 53, ""em"": 1.0, ""f1"": 1.0}}",{},{}
webgap_no_erpr,webgap_no_erpr_heldout_heldout_metrics.json,webgap_no_erpr_heldout_heldout_metrics,,500,0.998,0.9866666666666668,0.0,0.998,"{""H5"": {""n"": 53, ""em"": 1.0, ""f1"": 1.0}, ""H4"": {""n"": 49, ""em"": 1.0, ""f1"": 1.0}, ""H2"": {""n"": 96, ""em"": 1.0, ""f1"": 1.0}, ""H3"": {""n"": 201, ""em"": 0.9950248756218906, ""f1"": 0.966832504145937}, ""H1"": {""n"": 101, ""em"": 1.0, ""f1"": 1.0}}","{""single"": {""n"": 447, ""em"": 0.9977628635346756, ""f1"": 0.9850857568978375}, ""multi"": {""n"": 53, ""em"": 1.0, ""f1"": 1.0}}",{},{}
zeroshot,zeroshot_leaked_templates_leaked_templates_metrics.json,zeroshot_leaked_templates_leaked_templates_metrics,,200,0.94,0.94,0.0,0.94,"{""H1"": {""n"": 56, ""em"": 0.9464285714285714, ""f1"": 0.9464285714285714}, ""H3"": {""n"": 75, ""em"": 0.92, ""f1"": 0.92}, ""H2"": {""n"": 34, ""em"": 1.0, ""f1"": 1.0}, ""H5"": {""n"": 22, ""em"": 1.0, ""f1"": 1.0}, ""H4"": {""n"": 13, ""em"": 0.7692307692307693, ""f1"": 0.7692307692307693}}","{""single"": {""n"": 178, ""em"": 0.9325842696629213, ""f1"": 0.9325842696629213}, ""multi"": {""n"": 22, ""em"": 1.0, ""f1"": 1.0}}",{},{}
zeroshot,zeroshot_medium_struct_medium_struct_metrics.json,zeroshot_medium_struct,medium_struct,800,0.82875,0.82875,0.0,0.82875,"{""H1"": {""n"": 179, ""em"": 1.0, ""f1"": 1.0}, ""H5"": {""n"": 162, ""em"": 0.654320987654321, ""f1"": 0.654320987654321}, ""H4"": {""n"": 165, ""em"": 0.9939393939393939, ""f1"": 0.9939393939393939}, ""H3"": {""n"": 173, ""em"": 0.6242774566473989, ""f1"": 0.6242774566473989}, ""H2"": {""n"": 121, ""em"": 0.8760330578512396, ""f1"": 0.8760330578512396}}","{""single"": {""n"": 638, ""em"": 0.8730407523510971, ""f1"": 0.8730407523510971}, ""multi"": {""n"": 162, ""em"": 0.654320987654321, ""f1"": 0.654320987654321}}","{""bind"": {""n"": 139, ""em"": 1.0, ""f1"": 1.0}, ""cell"": {""n"": 180, ""em"": 1.0, ""f1"": 1.0}, ""dom"": {""n"": 328, ""em"": 0.6219512195121951, ""f1"": 0.6219512195121951}, ""visual"": {""n"": 153, ""em"": 0.9150326797385621, ""f1"": 0.9150326797385621}}","{""near_confusable"": {""n"": 139, ""em"": 1.0, ""f1"": 1.0}, ""compact_ledger"": {""n"": 180, ""em"": 1.0, ""f1"": 1.0}, ""offset_captions"": {""n"": 209, ""em"": 0.9952153110047847, ""f1"": 0.9952153110047847}, ""swap_nav_pair"": {""n"": 272, ""em"": 0.5, ""f1"": 0.5}}"
zeroshot,zeroshot_heldout_heldout_metrics.json,zeroshot_heldout_heldout_metrics,,500,0.906,0.8946666666666668,0.0,0.906,"{""H5"": {""n"": 53, ""em"": 1.0, ""f1"": 1.0}, ""H4"": {""n"": 49, ""em"": 0.9387755102040817, ""f1"": 0.9387755102040817}, ""H2"": {""n"": 96, ""em"": 1.0, ""f1"": 1.0}, ""H3"": {""n"": 201, ""em"": 0.8706467661691543, ""f1"": 0.8424543946932007}, ""H1"": {""n"": 101, ""em"": 0.8217821782178217, ""f1"": 0.8217821782178217}}","{""single"": {""n"": 447, ""em"": 0.8948545861297539, ""f1"": 0.8821774794929157}, ""multi"": {""n"": 53, ""em"": 1.0, ""f1"": 1.0}}",{},{}
zeroshot,zeroshot_hard_struct_hard_struct_metrics.json,zeroshot_hard_struct,hard_struct,1500,0.6673333333333333,0.6679365079365079,0.0,0.6673333333333333,"{""H5"": {""n"": 240, ""em"": 0.7666666666666667, ""f1"": 0.7666666666666667}, ""H1"": {""n"": 190, ""em"": 0.8526315789473684, ""f1"": 0.8526315789473684}, ""H3"": {""n"": 502, ""em"": 0.6135458167330677, ""f1"": 0.6135458167330677}, ""H4"": {""n"": 307, ""em"": 0.4364820846905538, ""f1"": 0.43756786102062967}, ""H2"": {""n"": 261, ""em"": 0.8160919540229885, ""f1"": 0.8182813355227149}}","{""single"": {""n"": 1260, ""em"": 0.6484126984126984, ""f1"": 0.6491307634164777}, ""multi"": {""n"": 240, ""em"": 0.7666666666666667, ""f1"": 0.7666666666666667}}","{""dom"": {""n"": 311, ""em"": 0.02572347266881029, ""f1"": 0.02572347266881029}, ""cell"": {""n"": 250, ""em"": 0.86, ""f1"": 0.86}, ""visual"": {""n"": 390, ""em"": 0.7307692307692307, ""f1"": 0.7316239316239317}, ""bind"": {""n"": 438, ""em"": 0.9931506849315068, ""f1"": 0.9944553163731246}}","{""crossed_figures"": {""n"": 355, ""em"": 0.35492957746478876, ""f1"": 0.355868544600939}, ""dense_ledger"": {""n"": 305, ""em"": 0.7770491803278688, ""f1"": 0.7770491803278688}, ""rtl_toolbar"": {""n"": 456, ""em"": 0.5635964912280702, ""f1"": 0.5635964912280702}, ""confusable_catalog"": {""n"": 384, ""em"": 0.9921875, ""f1"": 0.9936755952380952}}"
zeroshot,pub_websrc_zeroshot_metrics.json,pub_websrc_zeroshot,,300,0.9233333333333333,0.9322222222222223,0.0,0.9233333333333333,"{""pub"": {""n"": 300, ""em"": 0.9233333333333333, ""f1"": 0.9322222222222223}}","{""single"": {""n"": 300, ""em"": 0.9233333333333333, ""f1"": 0.9322222222222223}, ""multi"": {""n"": 0, ""em"": 0.0, ""f1"": 0.0}}",{},{}
zeroshot,pub_visualwebbench_zeroshot_metrics.json,pub_visualwebbench_zeroshot,,300,0.18333333333333332,0.324970766781348,0.11290322580645161,0.20666666666666667,"{""pub"": {""n"": 300, ""em"": 0.18333333333333332, ""f1"": 0.324970766781348}}","{""single"": {""n"": 300, ""em"": 0.18333333333333332, ""f1"": 0.324970766781348}, ""multi"": {""n"": 0, ""em"": 0.0, ""f1"": 0.0}}",{},{}
zeroshot,zeroshot_hard_hard_struct_metrics.json,zeroshot_hard,hard_struct,400,0.695,0.695,0.0,0.695,"{""H4"": {""n"": 80, ""em"": 0.45, ""f1"": 0.45}, ""H3"": {""n"": 136, ""em"": 0.6764705882352942, ""f1"": 0.6764705882352942}, ""H2"": {""n"": 72, ""em"": 0.8194444444444444, ""f1"": 0.8194444444444444}, ""H1"": {""n"": 58, ""em"": 0.8620689655172413, ""f1"": 0.8620689655172413}, ""H5"": {""n"": 54, ""em"": 0.7592592592592593, ""f1"": 0.7592592592592593}}","{""single"": {""n"": 346, ""em"": 0.684971098265896, ""f1"": 0.684971098265896}, ""multi"": {""n"": 54, ""em"": 0.7592592592592593, ""f1"": 0.7592592592592593}}","{""dom"": {""n"": 78, ""em"": 0.01282051282051282, ""f1"": 0.01282051282051282}, ""bind"": {""n"": 124, ""em"": 1.0, ""f1"": 1.0}, ""visual"": {""n"": 88, ""em"": 0.7613636363636364, ""f1"": 0.7613636363636364}, ""cell"": {""n"": 73, ""em"": 0.863013698630137, ""f1"": 0.863013698630137}}","{""crossed_figures"": {""n"": 92, ""em"": 0.3804347826086957, ""f1"": 0.3804347826086957}, ""confusable_catalog"": {""n"": 107, ""em"": 1.0, ""f1"": 1.0}, ""rtl_toolbar"": {""n"": 108, ""em"": 0.5925925925925926, ""f1"": 0.5925925925925926}, ""dense_ledger"": {""n"": 93, ""em"": 0.7741935483870968, ""f1"": 0.7741935483870968}}"
webgap_no_gaca,webgap_no_gaca_hard_hard_struct_metrics.json,webgap_no_gaca_hard,hard_struct,400,0.7225,0.7225,0.0,0.7225,"{""H4"": {""n"": 80, ""em"": 0.5, ""f1"": 0.5}, ""H3"": {""n"": 136, ""em"": 0.7352941176470589, ""f1"": 0.7352941176470589}, ""H2"": {""n"": 72, ""em"": 0.8055555555555556, ""f1"": 0.8055555555555556}, ""H1"": {""n"": 58, ""em"": 0.8620689655172413, ""f1"": 0.8620689655172413}, ""H5"": {""n"": 54, ""em"": 0.7592592592592593, ""f1"": 0.7592592592592593}}","{""single"": {""n"": 346, ""em"": 0.7167630057803468, ""f1"": 0.7167630057803468}, ""multi"": {""n"": 54, ""em"": 0.7592592592592593, ""f1"": 0.7592592592592593}}","{""dom"": {""n"": 78, ""em"": 0.0, ""f1"": 0.0}, ""bind"": {""n"": 124, ""em"": 0.9758064516129032, ""f1"": 0.9758064516129032}, ""visual"": {""n"": 88, ""em"": 0.9431818181818182, ""f1"": 0.9431818181818182}, ""cell"": {""n"": 73, ""em"": 0.8767123287671232, ""f1"": 0.8767123287671232}}","{""crossed_figures"": {""n"": 92, ""em"": 0.42391304347826086, ""f1"": 0.42391304347826086}, ""confusable_catalog"": {""n"": 107, ""em"": 0.9719626168224299, ""f1"": 0.9719626168224299}, ""rtl_toolbar"": {""n"": 108, ""em"": 0.7222222222222222, ""f1"": 0.7222222222222222}, ""dense_ledger"": {""n"": 93, ""em"": 0.7311827956989247, ""f1"": 0.7311827956989247}}"
webgap_no_gaca,webgap_no_gaca_heldout_heldout_metrics.json,webgap_no_gaca_heldout_heldout_metrics,,500,1.0,1.0,0.0,1.0,"{""H5"": {""n"": 53, ""em"": 1.0, ""f1"": 1.0}, ""H4"": {""n"": 49, ""em"": 1.0, ""f1"": 1.0}, ""H2"": {""n"": 96, ""em"": 1.0, ""f1"": 1.0}, ""H3"": {""n"": 201, ""em"": 1.0, ""f1"": 1.0}, ""H1"": {""n"": 101, ""em"": 1.0, ""f1"": 1.0}}","{""single"": {""n"": 447, ""em"": 1.0, ""f1"": 1.0}, ""multi"": {""n"": 53, ""em"": 1.0, ""f1"": 1.0}}",{},{}
webgap_no_gaca,webgap_no_gaca_medium_struct_medium_struct_metrics.json,webgap_no_gaca_medium_struct,medium_struct,800,0.965,0.965,0.0,0.965,"{""H1"": {""n"": 179, ""em"": 1.0, ""f1"": 1.0}, ""H5"": {""n"": 162, ""em"": 0.9814814814814815, ""f1"": 0.9814814814814815}, ""H4"": {""n"": 165, ""em"": 1.0, ""f1"": 1.0}, ""H3"": {""n"": 173, ""em"": 0.9421965317919075, ""f1"": 0.9421965317919075}, ""H2"": {""n"": 121, ""em"": 0.8760330578512396, ""f1"": 0.8760330578512396}}","{""single"": {""n"": 638, ""em"": 0.9608150470219435, ""f1"": 0.9608150470219435}, ""multi"": {""n"": 162, ""em"": 0.9814814814814815, ""f1"": 0.9814814814814815}}","{""bind"": {""n"": 139, ""em"": 1.0, ""f1"": 1.0}, ""cell"": {""n"": 180, ""em"": 1.0, ""f1"": 1.0}, ""dom"": {""n"": 328, ""em"": 0.9146341463414634, ""f1"": 0.9146341463414634}, ""visual"": {""n"": 153, ""em"": 1.0, ""f1"": 1.0}}","{""near_confusable"": {""n"": 139, ""em"": 1.0, ""f1"": 1.0}, ""compact_ledger"": {""n"": 180, ""em"": 1.0, ""f1"": 1.0}, ""offset_captions"": {""n"": 209, ""em"": 1.0, ""f1"": 1.0}, ""swap_nav_pair"": {""n"": 272, ""em"": 0.8970588235294118, ""f1"": 0.8970588235294118}}"
webgap_no_gaca,webgap_no_gaca_hard_struct_hard_struct_metrics.json,webgap_no_gaca_hard_struct,hard_struct,1500,0.7166666666666667,0.7174920634920636,0.0,0.7166666666666667,"{""H5"": {""n"": 240, ""em"": 0.7666666666666667, ""f1"": 0.7666666666666667}, ""H1"": {""n"": 190, ""em"": 0.9, ""f1"": 0.9}, ""H3"": {""n"": 502, ""em"": 0.7350597609561753, ""f1"": 0.7350597609561753}, ""H4"": {""n"": 307, ""em"": 0.4755700325732899, ""f1"": 0.4777415852334419}, ""H2"": {""n"": 261, ""em"": 0.7854406130268199, ""f1"": 0.7876299945265463}}","{""single"": {""n"": 1260, ""em"": 0.7071428571428572, ""f1"": 0.7081254724111867}, ""multi"": {""n"": 240, ""em"": 0.7666666666666667, ""f1"": 0.7666666666666667}}","{""dom"": {""n"": 311, ""em"": 0.0, ""f1"": 0.0}, ""cell"": {""n"": 250, ""em"": 0.884, ""f1"": 0.884}, ""visual"": {""n"": 390, ""em"": 0.9128205128205128, ""f1"": 0.9145299145299146}, ""bind"": {""n"": 438, ""em"": 0.9908675799086758, ""f1"": 0.9921722113502935}}","{""crossed_figures"": {""n"": 355, ""em"": 0.38873239436619716, ""f1"": 0.39061032863849765}, ""dense_ledger"": {""n"": 305, ""em"": 0.7508196721311475, ""f1"": 0.7508196721311475}, ""rtl_toolbar"": {""n"": 456, ""em"": 0.7192982456140351, ""f1"": 0.7192982456140351}, ""confusable_catalog"": {""n"": 384, ""em"": 0.9895833333333334, ""f1"": 0.9910714285714285}}"
webgap_ssl_sft,webgap_ssl_sft_hard_struct_hard_struct_metrics.json,webgap_ssl_sft_hard_struct,hard_struct,1500,0.726,0.7263809523809523,0.0,0.726,"{""H5"": {""n"": 240, ""em"": 0.7666666666666667, ""f1"": 0.7666666666666667}, ""H1"": {""n"": 190, ""em"": 0.6, ""f1"": 0.6}, ""H3"": {""n"": 502, ""em"": 0.7310756972111554, ""f1"": 0.7310756972111554}, ""H4"": {""n"": 307, ""em"": 0.5765472312703583, ""f1"": 0.5765472312703583}, ""H2"": {""n"": 261, ""em"": 0.946360153256705, ""f1"": 0.9485495347564313}}","{""single"": {""n"": 1260, ""em"": 0.7182539682539683, ""f1"": 0.7187074829931973}, ""multi"": {""n"": 240, ""em"": 0.7666666666666667, ""f1"": 0.7666666666666667}}","{""dom"": {""n"": 311, ""em"": 0.13504823151125403, ""f1"": 0.13504823151125403}, ""cell"": {""n"": 250, ""em"": 0.844, ""f1"": 0.844}, ""visual"": {""n"": 390, ""em"": 0.9923076923076923, ""f1"": 0.9923076923076923}, ""bind"": {""n"": 438, ""em"": 0.8835616438356164, ""f1"": 0.8848662752772342}}","{""crossed_figures"": {""n"": 355, ""em"": 0.476056338028169, ""f1"": 0.476056338028169}, ""dense_ledger"": {""n"": 305, ""em"": 0.7114754098360656, ""f1"": 0.7114754098360656}, ""rtl_toolbar"": {""n"": 456, ""em"": 0.8114035087719298, ""f1"": 0.8114035087719298}, ""confusable_catalog"": {""n"": 384, ""em"": 0.8671875, ""f1"": 0.8686755952380952}}"
webgap_ssl_sft,pub_visualwebbench_webgap_ssl_sft_metrics.json,pub_visualwebbench_webgap_ssl_sft,,300,0.14666666666666667,0.2182388820296379,0.022222222222222223,0.15,"{""pub"": {""n"": 300, ""em"": 0.14666666666666667, ""f1"": 0.2182388820296379}}","{""single"": {""n"": 300, ""em"": 0.14666666666666667, ""f1"": 0.2182388820296379}, ""multi"": {""n"": 0, ""em"": 0.0, ""f1"": 0.0}}",{},{}
webgap_ssl_sft,webgap_ssl_sft_medium_struct_medium_struct_metrics.json,webgap_ssl_sft_medium_struct,medium_struct,800,0.89125,0.89125,0.0,0.89125,"{""H1"": {""n"": 179, ""em"": 0.7877094972067039, ""f1"": 0.7877094972067039}, ""H5"": {""n"": 162, ""em"": 0.7962962962962963, ""f1"": 0.7962962962962963}, ""H4"": {""n"": 165, ""em"": 1.0, ""f1"": 1.0}, ""H3"": {""n"": 173, ""em"": 0.9942196531791907, ""f1"": 0.9942196531791907}, ""H2"": {""n"": 121, ""em"": 0.8760330578512396, ""f1"": 0.8760330578512396}}","{""single"": {""n"": 638, ""em"": 0.9153605015673981, ""f1"": 0.9153605015673981}, ""multi"": {""n"": 162, ""em"": 0.7962962962962963, ""f1"": 0.7962962962962963}}","{""bind"": {""n"": 139, ""em"": 0.7266187050359713, ""f1"": 0.7266187050359713}, ""cell"": {""n"": 180, ""em"": 0.9944444444444445, ""f1"": 0.9944444444444445}, ""dom"": {""n"": 328, ""em"": 0.8536585365853658, ""f1"": 0.8536585365853658}, ""visual"": {""n"": 153, ""em"": 1.0, ""f1"": 1.0}}","{""near_confusable"": {""n"": 139, ""em"": 0.7266187050359713, ""f1"": 0.7266187050359713}, ""compact_ledger"": {""n"": 180, ""em"": 0.9944444444444445, ""f1"": 0.9944444444444445}, ""offset_captions"": {""n"": 209, ""em"": 1.0, ""f1"": 1.0}, ""swap_nav_pair"": {""n"": 272, ""em"": 0.8235294117647058, ""f1"": 0.8235294117647058}}"
webgap_ssl_sft,pub_websrc_webgap_ssl_sft_metrics.json,pub_websrc_webgap_ssl_sft,,300,0.9133333333333333,0.9233333333333336,0.0,0.9133333333333333,"{""pub"": {""n"": 300, ""em"": 0.9133333333333333, ""f1"": 0.9233333333333336}}","{""single"": {""n"": 300, ""em"": 0.9133333333333333, ""f1"": 0.9233333333333336}, ""multi"": {""n"": 0, ""em"": 0.0, ""f1"": 0.0}}",{},{}
webgap_dual_mix,webgap_dual_mix_medium_struct_medium_struct_metrics.json,webgap_dual_mix_medium_struct,medium_struct,800,0.91875,0.91875,0.0,0.91875,"{""H1"": {""n"": 179, ""em"": 1.0, ""f1"": 1.0}, ""H5"": {""n"": 162, ""em"": 0.691358024691358, ""f1"": 0.691358024691358}, ""H4"": {""n"": 165, ""em"": 1.0, ""f1"": 1.0}, ""H3"": {""n"": 173, ""em"": 1.0, ""f1"": 1.0}, ""H2"": {""n"": 121, ""em"": 0.8760330578512396, ""f1"": 0.8760330578512396}}","{""single"": {""n"": 638, ""em"": 0.9764890282131662, ""f1"": 0.9764890282131662}, ""multi"": {""n"": 162, ""em"": 0.691358024691358, ""f1"": 0.691358024691358}}","{""bind"": {""n"": 139, ""em"": 1.0, ""f1"": 1.0}, ""cell"": {""n"": 180, ""em"": 1.0, ""f1"": 1.0}, ""dom"": {""n"": 328, ""em"": 0.801829268292683, ""f1"": 0.801829268292683}, ""visual"": {""n"": 153, ""em"": 1.0, ""f1"": 1.0}}","{""near_confusable"": {""n"": 139, ""em"": 1.0, ""f1"": 1.0}, ""compact_ledger"": {""n"": 180, ""em"": 1.0, ""f1"": 1.0}, ""offset_captions"": {""n"": 209, ""em"": 1.0, ""f1"": 1.0}, ""swap_nav_pair"": {""n"": 272, ""em"": 0.7610294117647058, ""f1"": 0.7610294117647058}}"
webgap_dual_mix,pub_websrc_webgap_dual_mix_metrics.json,pub_websrc_webgap_dual_mix,,300,0.8266666666666667,0.8516666666666668,0.019762845849802372,0.8433333333333334,"{""pub"": {""n"": 300, ""em"": 0.8266666666666667, ""f1"": 0.8516666666666668}}","{""single"": {""n"": 300, ""em"": 0.8266666666666667, ""f1"": 0.8516666666666668}, ""multi"": {""n"": 0, ""em"": 0.0, ""f1"": 0.0}}",{},{}
webgap_dual_mix,pub_visualwebbench_webgap_dual_mix_metrics.json,pub_visualwebbench_webgap_dual_mix,,300,0.13333333333333333,0.2098330393884263,0.06976744186046512,0.14333333333333334,"{""pub"": {""n"": 300, ""em"": 0.13333333333333333, ""f1"": 0.2098330393884263}}","{""single"": {""n"": 300, ""em"": 0.13333333333333333, ""f1"": 0.2098330393884263}, ""multi"": {""n"": 0, ""em"": 0.0, ""f1"": 0.0}}",{},{}
webgap_dual_mix,webgap_dual_mix_hard_struct_hard_struct_metrics.json,webgap_dual_mix_hard_struct,hard_struct,1500,0.7093333333333334,0.7101587301587303,0.0,0.7093333333333334,"{""H5"": {""n"": 240, ""em"": 0.7666666666666667, ""f1"": 0.7666666666666667}, ""H1"": {""n"": 190, ""em"": 0.9052631578947369, ""f1"": 0.9052631578947369}, ""H3"": {""n"": 502, ""em"": 0.7430278884462151, ""f1"": 0.7430278884462151}, ""H4"": {""n"": 307, ""em"": 0.4234527687296417, ""f1"": 0.42562432138979367}, ""H2"": {""n"": 261, ""em"": 0.7854406130268199, ""f1"": 0.7876299945265463}}","{""single"": {""n"": 1260, ""em"": 0.6984126984126984, ""f1"": 0.699395313681028}, ""multi"": {""n"": 240, ""em"": 0.7666666666666667, ""f1"": 0.7666666666666667}}","{""dom"": {""n"": 311, ""em"": 0.0, ""f1"": 0.0}, ""cell"": {""n"": 250, ""em"": 0.908, ""f1"": 0.908}, ""visual"": {""n"": 390, ""em"": 0.8717948717948718, ""f1"": 0.8735042735042735}, ""bind"": {""n"": 438, ""em"": 0.997716894977169, ""f1"": 0.9990215264187866}}","{""crossed_figures"": {""n"": 355, ""em"": 0.3436619718309859, ""f1"": 0.34553990610328633}, ""dense_ledger"": {""n"": 305, ""em"": 0.7573770491803279, ""f1"": 0.7573770491803279}, ""rtl_toolbar"": {""n"": 456, ""em"": 0.7192982456140351, ""f1"": 0.7192982456140351}, ""confusable_catalog"": {""n"": 384, ""em"": 0.9973958333333334, ""f1"": 0.9988839285714285}}"
webgap_dual,pub_websrc_webgap_dual_metrics.json,pub_websrc_webgap_dual,,300,0.9133333333333333,0.9266666666666669,0.0,0.9133333333333333,"{""pub"": {""n"": 300, ""em"": 0.9133333333333333, ""f1"": 0.9266666666666669}}","{""single"": {""n"": 300, ""em"": 0.9133333333333333, ""f1"": 0.9266666666666669}, ""multi"": {""n"": 0, ""em"": 0.0, ""f1"": 0.0}}",{},{}
